Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 110 | 1 | 100019 | 00000000.00000000.00000000.00000000.00000000.00000000.a0e32516.00000000. | 1 | 10003e | 00000000.00000000.2e70b2a2.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.3779bbaa.0000069f.0000028b.00000000.7fffbfe0.00400020. | 1 | 100001 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.73859793. |
| 111 | 1 | 100004 | 00000000.00000000.00000000.00000000.70b2f4e4.00000000.00000000.00000000. | 1 | 100034 | 00000000.00000000.1355978a.00000000.00000000.00000000.00000000.00000000. | 1 | 100037 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.9aacbebb. | 1 | 10001c | 00000000.00000000.00000000.07192b27.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 080003 | 00000000.00000000.00000000.00000000.00000000.00000000.6aaceee6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000b | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c80a4c40.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.acbed0cd.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080017 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.c1d3e5e3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 080011 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4c8ed0c4.00000000.00000000.00000000. | 1 | 080009 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ef31736a.00000000.00000000.00000000.00000000.00000000. | 1 | 08000e | 00000000.00000000.0a4c8e82.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001d | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e5f80a07.00000000.00000000.00000000.00000000. |
| 010 | 1 | 080000 | 00000000.00000000.00000000.00000000.00000000.f80a1c19.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.73b5f7ee.00000000. | 1 | 08000c | 00000000.00000000.00000000.00000000.3173b5ac.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080003 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.0a1c2e2b. |
| 011 | 1 | 080017 | d1135548.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080006 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.1c2e403d.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000b | 00000000.f5071915.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080012 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b5f83a30.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 080009 | 00000000.00000000.00000000.2e40524f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001d | 00000000.00000000.00000000.00000000.5597d9cc.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080015 | 00000000.00000000.f83a7c72.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.40526461.00000000.00000000. |
| 101 | 1 | 08000a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.798b9d9b. | 1 | 08001b | 00000000.00000000.00000000.00000000.00000000.00000000.7cbf00f6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080003 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.da1c5e50.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.52647673.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 080015 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.76889a97.00000000.00000000.00000000.00000000. | 1 | 080001 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.0143857a.00000000.00000000.00000000.00000000.00000000. | 1 | 08001e | bf014338.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080012 | 00000000.64768885.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 080007 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.85c809fe.00000000. | 1 | 080013 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.afc1d3d1.00000000.00000000. | 1 | 080004 | 00000000.00000000.00000000.00000000.4385c7bc.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080018 | 00000000.00000000.00000000.00000000.00000000.889aaca9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 100027 | 00000000.00000000.00000000.37495b4f.00000000.00000000.00000000.00000000. | 1 | 10001a | 00000000.00000000.00000000.00000000.00000000.00000000.8bce0fe6.00000000. | 1 | 10003f | 00000000.00000000.195b9d72.00000000.00000000.00000000.00000000.00000000. | 1 | 100002 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.cadceee3. |
| 001 | 1 | 100005 | 00000000.00000000.00000000.00000000.5b9ddfb4.00000000.00000000.00000000. | 1 | 10002a | e92b6d40.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 10002d | 00000000.00000000.00000000.00000000.00000000.495b6d61.00000000.00000000. | 1 | 10001d | 00000000.00000000.00000000.5e708277.00000000.00000000.00000000.00000000. |
| 010 | 1 | 100033 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.5b6d7f73. | 1 | 100008 | 00000000.dcef00f5.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 10000b | 00000000.00000000.00000000.00000000.00000000.00000000.9de021f6.00000000. | 1 | 100030 | 00000000.00000000.2b6daf82.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 100029 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.8294a69b. | 1 | 10000e | 00000000.00000000.00000000.ef011307.00000000.00000000.00000000.00000000. | 1 | 100001 | 00000000.00000000.00000000.00000000.00000000.00000000.82c506de.00000000. | 1 | 100026 | 00000000.00000000.1052946a.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 100014 | 00000000.00000000.00000000.00000000.00000000.01132519.00000000.00000000. | 1 | 100004 | 00000000.00000000.00000000.16283a2f.00000000.00000000.00000000.00000000. | 1 | 10002c | 00000000.00000000.00000000.00000000.5294d6ac.00000000.00000000.00000000. | 1 | 100011 | e0226438.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 10001a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.1325372b. | 1 | 100032 | 00000000.00000000.00000000.00000000.00000000.00000000.94d718ee.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000d9c.00000000.00000000.00000000. | 1 | 100017 | 00000000.00000000.2264a67a.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 100035 | 00000000.00000000.00000000.a6b8cabf.00000000.00000000.00000000.00000000. | 1 | 10001d | 00000000.00000000.00000000.00000000.64a6e8bc.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.6daff1c4.00000d9c.00000364.00000000.7fffbfe0.00400020. | 1 | 100010 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.3a4c5e53. |
| 111 | 1 | 100023 | 00000000.00000000.00000000.00000000.00000000.00000000.a6e92afe.00000000. | 1 | 100038 | d7195b30.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 10003b | 00000000.00000000.00000000.00000000.00000000.b8cadcd1.00000000.00000000. | 1 | 100020 | 00000000.2537493d.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 080005 | 00000000.00000000.00000000.00000000.2e70b28c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080008 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.70b2f4ce.00000000. | 1 | 08001c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.f204160b. | 1 | 080019 | 00000000.00000000.00000000.00000000.00000000.dff203f9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 080010 | ce105228.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000b | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b2f53710.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080017 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.192b3d33.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.0416281d.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 080005 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.283a4c41.00000000.00000000. | 1 | 08000e | 00000000.00000000.f5377952.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080011 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3779bb94.00000000.00000000.00000000. | 1 | 08001d | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3d4f6157.00000000.00000000.00000000.00000000. |
| 011 | 1 | 080014 | 00000000.00000000.00000000.00000000.00000000.00000000.79bbfdd6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080003 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.6173857b. | 1 | 080000 | 00000000.00000000.00000000.00000000.00000000.4f617369.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5ea0e2be.00000000. |
| 100 | 1 | 080006 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.7385978d.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080017 | bbfe4018.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000b | 00000000.4c5e7065.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.fe40825a.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 080009 | 00000000.00000000.00000000.8597a99f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001d | 00000000.00000000.00000000.00000000.4082c49c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.97a9bbb1.00000000.00000000. | 1 | 080011 | 00000000.00000000.00000000.00000000.00000000.70829489.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 080017 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.94a6b8ad.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080003 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c5074920.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001b | 00000000.00000000.00000000.00000000.00000000.00000000.67a9ebc6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcdc3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 080001 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ec2e704a.00000000.00000000.00000000.00000000.00000000. | 1 | 080006 | 00000000.00000000.07498b62.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080015 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.cddff1e7.00000000.00000000.00000000.00000000. | 1 | 080009 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.498bcda4.00000000.00000000.00000000. |
